brand_name,name,processor_type,processor_brand,generations,ram,storage_capacity_gb,have_ssd,have_hdd,graphics_capacity,price,display_size_inch,display_type,color,brand_name_encoded,processor_type_encoded,processor_brand_encoded,generations_encoded,display_type_encoded,color_encoded,storage_type,storage_type_encoded,is_gaming,price_category,Hierarchical,DBSCAN_Original,DBSCAN_UMAP,DBSCAN_PCA
asus,Asus VivoBook 15 M1505YA AMD Ryzen 5 7530U 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop<br> Product Id: 33.01.006.1722,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,0,89000,15.6,FHD OLED,Indie Black,2,2,0,4,5,31,SSD,1,0,0,1,0,1,1
asus,ASUS Vivobook 15 X1504VA Intel Core i5 1335U 8GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop<br> Product Id: 33.01.006.1760,Intel Core i5,Intel,13th,8,512,True,False,0,89500,15.6,FHD,Quiet Blue,2,11,2,3,3,61,SSD,1,0,0,4,1,2,0
asus,Asus VivoBook Flip 14 TM420UA AMD Ryzen 5 5500U 4GB RAM 512GB SSD 14 Inch FHD Touch Display Bespoke Black Laptop (Stylus Pen Included)<br> Product Id: 33.01.006.1724,AMD Ryzen 5,AMD,Not Applicable,4,512,True,False,0,89900,14.0,FHD,Bespoke Black,2,2,0,4,3,8,SSD,1,0,0,1,0,1,1
msi,MSI Modern 15 B12M Intel Core i7 1255U 16GB RAM 512GB SSD 15.6 Inch FHD Display Classic Black Laptop<br> Product Id: 33.01.033.1264,Intel Core i7,Intel,12th,16,512,True,False,0,89900,15.6,FHD,Classic Black,12,12,2,2,3,15,SSD,1,0,0,4,1,3,0
acer,"Acer Aspire 7 A715-76G Intel Core i5 12450H 8GB RAM 512GB SSD 15.6 Inch FHD Display, Charcoal Black Gaming Laptop<br> Product Id: 33.02.002.1018",Intel Core i5,Intel,12th,8,512,True,False,4,89900,15.6,FHD,Charcoal Black,0,11,2,2,3,14,SSD,1,1,0,3,2,0,2
msi,MSI Modern 14 C13M Intel Core i5 1335U 16GB RAM 512GB SSD14 Inch FHD Display Classic Black Laptop #C13M-650BD-CB51335U16GXXDX11EMH / C13M-1009BD-CB51335U16GXXDX11EMH<br> Product Id: 33.01.033.1260,Intel Core i5,Intel,13th,16,512,True,False,0,90900,14.0,FHD,Classic Black,12,11,2,3,3,15,SSD,1,0,0,4,1,5,0
asus,Asus ExpertBook B1 B1400CBA Intel Core i5 1235U 8GB RAM 512GB SSD 14 Inch FHD Display Star Black Laptop #EB0159<br> Product Id: 33.01.006.1686,Intel Core i5,Intel,12th,8,512,True,False,0,91000,14.0,FHD,Star Black,2,11,2,2,3,73,SSD,1,0,0,4,1,4,0
asus,"Asus VivoBook S15 S513EA Intel Core i5 1135G7 16GB RAM, 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop<br> Product Id: 33.01.006.1779",Intel Core i5,Intel,11th,16,512,True,False,0,91000,15.6,FHD OLED,Hearty Gold,2,11,2,1,5,29,SSD,1,0,0,4,1,2,0
msi,MSI Modern 15 B13M Intel Core i5 1335U 16GB RAM 512GB SSD 15.6 Inch FHD Display Classic Black Laptop #B13M-478BD-CB51335U16GXXDX11EMH / B13M-811BD-CB51335U16GXXDX11EMH<br> Product Id: 33.01.033.1262,Intel Core i5,Intel,13th,16,512,True,False,0,91500,15.6,FHD,Classic Black,12,11,2,3,3,15,SSD,1,0,0,4,1,3,0
msi,MSI Modern 14 C12MO Intel Core i7 1255U 16GB RAM 512GB SSD 14 Inch FHD Display Classic Black Laptop<br> Product Id: 33.01.033.1271,Intel Core i7,Intel,12th,16,512,True,False,0,91500,14.0,FHD,Classic Black,12,12,2,2,3,15,SSD,1,0,0,4,1,5,0
asus,"Asus VivoBook 15X K3504ZA Intel Core i5 1235U 16GB RAM, 512GB SSD 15.6 Inch FHD WV Display Cool Silver Laptop #K3504ZA-BQ074W<br> Product Id: 33.01.006.1791",Intel Core i5,Intel,12th,16,512,True,False,0,91500,15.6,FHD WV,Cool Silver,2,11,2,2,7,18,SSD,1,0,0,4,1,2,0
msi,MSI Modern 15 B13M Intel Core i5 1335U 16GB RAM 512GB SSD 15.6 Inch FHD IPS Display Star Blue Laptop (Laptop Bag is given Separately)<br> Product Id: 33.01.033.1282,Intel Core i5,Intel,13th,16,512,True,False,0,91900,15.6,FHD IPS,Star Blue,12,11,2,3,4,74,SSD,1,0,0,4,1,3,0
asus,Asus ZenBook 14 UM425UA AMD Ryzen 5 5500U 8GB RAM 512GB SSD 14 Inch FHD WV Display Pine Grey Laptop<br> Product Id: 33.03.006.1603,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,0,93500,14.0,FHD WV,Pine Grey,2,2,0,4,7,53,SSD,1,0,0,1,0,1,1
hp,"HP ProBook 450 G10 Intel Core i5 1335U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Silver Laptop<br> Product Id: 33.01.020.1533",Intel Core i5,Intel,13th,8,512,True,False,0,93500,15.6,FHD,Silver,7,11,2,3,3,67,SSD,1,0,0,4,1,3,0
hp,HP 250 G8 Intel Core i7 1165G7 8GB RAM 1TB HDD + 256GB SSD 15.6 Inch FHD Display Dark Ash Silver Laptop<br> Product Id: 33.01.020.1526,Intel Core i7,Intel,11th,8,1024,True,True,0,94000,15.6,FHD,Dark Ash Silver,7,12,2,1,3,19,SSD,1,0,0,4,1,3,0
msi,MSI GF63 Thin 12UCX Intel Core i5 12450H 8GB RAM 512GB SSD 15.6 Inch FHD IPS Display Black Gaming Laptop<br> Product Id: 33.02.033.1242,Intel Core i5,Intel,12th,8,512,True,False,4,94500,15.6,FHD IPS,Black,12,11,2,2,4,9,SSD,1,1,0,3,2,0,2
asus,Asus VivoBook 15 K513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop<br> Product Id: 33.01.006.1496,Intel Core i5,Intel,11th,8,512,True,False,2,95000,15.6,FHD OLED,Hearty Gold,2,11,2,1,5,29,SSD,1,0,0,4,1,2,0
asus,Asus VivoBook S15 S513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop<br> Product Id: 33.01.006.1537,Intel Core i5,Intel,11th,8,512,True,False,2,95000,15.6,FHD OLED,Hearty Gold,2,11,2,1,5,29,SSD,1,0,0,4,1,2,0
asus,Asus VivoBook S15 S513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop<br> Product Id: 33.01.006.1540,Intel Core i5,Intel,11th,8,512,True,False,2,95000,15.6,FHD OLED,Indie Black,2,11,2,1,5,31,SSD,1,0,0,4,1,2,0
asus,Asus VivoBook S15 S513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Gold Laptop<br> Product Id: 33.01.006.1559,Intel Core i5,Intel,11th,8,512,True,False,2,95000,15.6,FHD OLED,Gold,2,11,2,1,5,25,SSD,1,0,0,4,1,2,0
asus,Asus VivoBook 15 K513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop #L1667W-K513EQ<br> Product Id: 33.01.006.1662,Intel Core i5,Intel,11th,8,512,True,False,2,95000,15.6,FHD OLED,Hearty Gold,2,11,2,1,5,29,SSD,1,0,0,4,1,2,0
lenovo,"Lenovo IdeaPad Slim 5i 14IAH8 Intel Core i5 12450H 16G RAM, 512GB SSD 14 Inch FHD+ WUXGA IPS Display Cloud Grey Laptop<br> Product Id: 33.01.200.1123",Intel Core i5,Intel,12th,16,512,True,False,0,95000,14.0,FHD WUXGA,Cloud Grey,10,11,2,2,6,16,SSD,1,0,0,4,1,5,0
hp,"HP ProBook 440 G10 Intel Core i5 1335U 8GB RAM, 512GB SSD 14 Inch FHD IPS Display Silver Laptop<br> Product Id: 33.01.020.1532",Intel Core i5,Intel,13th,8,512,True,False,0,95500,14.0,FHD IPS,Silver,7,11,2,3,4,67,SSD,1,0,0,4,1,5,0
acer,Acer Aspire 7 A715-76G-57W7 Intel Core i5 12450H 8GB RAM 512GB SSD 15.6 Inch FHD Display Charcoal Black Gaming Laptop<br> Product Id: 33.02.002.1010,Intel Core i5,Intel,12th,8,512,True,False,4,95900,15.6,FHD,Charcoal Black,0,11,2,2,3,14,SSD,1,1,0,3,2,0,2
asus,Asus VivoBook 15 K513EQ Intel Core i5 1135G7 16GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop #K513EQ-L1667WN<br> Product Id: 33.01.006.1780,Intel Core i5,Intel,11th,16,512,True,False,2,97000,15.6,FHD OLED,Hearty Gold,2,11,2,1,5,29,SSD,1,0,0,4,1,2,0
asus,Asus VivoBook 15 K513EQ Intel Core i5 1135G7 16GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop<br> Product Id: 33.01.006.1781,Intel Core i5,Intel,11th,16,512,True,False,2,97000,15.6,FHD OLED,Indie Black,2,11,2,1,5,31,SSD,1,0,0,4,1,2,0
asus,Asus VivoBook S15 S513EQ Intel Core i5 1135G7 16GB DDR4 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop<br> Product Id: 33.01.006.1783,Intel Core i5,Intel,Not Applicable,16,512,True,False,2,97000,15.6,FHD OLED,Indie Black,2,11,2,4,5,31,SSD,1,0,0,4,1,2,0
asus,"Asus VivoBook S15 S513EQ Intel Core i5 1135G7 16GB DDR4, 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop<br> Product Id: 33.01.006.1784",Intel Core i5,Intel,11th,16,512,True,False,2,97000,15.6,FHD OLED,Hearty Gold,2,11,2,1,5,29,SSD,1,0,0,4,1,2,0
msi,"MSI GF63 Thin 11SC Intel Core i7 11800H 16GB RAM, 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop with MSI Essential Backpack<br> Product Id: 33.02.033.1285",Intel Core i7,Intel,11th,16,512,True,False,4,97000,15.6,FHD,Black,12,12,2,1,3,9,SSD,1,1,0,3,2,0,2
acer,"Acer TravelMate P214-54 Intel Core i7 1255U 8GB RAM, 512GB SSD 14 Inch FHD IPS Display Black Laptop<br> Product Id: 33.01.002.1015",Intel Core i7,Intel,12th,8,512,True,False,0,98000,14.0,FHD IPS,Black,0,12,2,2,4,9,SSD,1,0,0,4,1,4,0
asus,Asus ExpertBook B3 Flip B3402FEA Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD Touch Display Star Black Laptop #LE1009 (Stylus Pen Included)<br> Product Id: 33.01.006.1691,Intel Core i5,Intel,11th,8,512,True,False,0,100000,14.0,FHD,Star Black,2,11,2,1,3,73,SSD,1,0,0,4,1,4,0
dell,Dell Inspiron 15 5510 Intel Core i7 11370H 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop<br> Product Id: 33.01.013.1558,Intel Core i7,Intel,11th,8,512,True,False,0,101000,15.6,FHD,Silver,5,12,2,1,3,67,SSD,1,0,0,4,1,2,0
asus,Asus ExpertBook L2 Flip L2402FYA AMD Ryzen 5 5625U 8GB RAM 512GB SSD 14 Inch FHD Touch Display Star Black Laptop<br> Product Id: 33.01.006.1671,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,0,103000,14.0,FHD,Star Black,2,2,0,4,3,73,SSD,1,0,0,1,0,1,1
asus,"Asus VivoBook 15X K3504VA Intel Core i5 1335U 16GB RAM, 512GB SSD 15.6 Inch FHD WV Display Cool Silver Laptop<br> Product Id: 33.01.006.1793",Intel Core i5,Intel,13th,16,512,True,False,0,106500,15.6,FHD WV,Cool Silver,2,11,2,3,7,18,SSD,1,0,0,4,1,2,0
msi,"MSI Cyborg 15 A12UCX Intel Core i5 12450H 8GB RAM, 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop with MSI Essential Backpack<br> Product Id: 33.02.033.1284",Intel Core i5,Intel,12th,8,512,True,False,4,107000,15.6,FHD,Black,12,11,2,2,3,9,SSD,1,1,0,3,2,0,2
asus,"Asus VivoBook 15X K3504ZA Intel Core i7 1255U 16GB RAM, 512GB SSD 15.6 Inch FHD WV Display Cool Silver Laptop #K3504ZA-BQ075W<br> Product Id: 33.01.006.1792",Intel Core i7,Intel,12th,16,512,True,False,0,107500,15.6,FHD WV,Cool Silver,2,12,2,2,7,18,SSD,1,0,0,4,1,2,0
asus,Asus VivoBook 16X OLED M1603QA AMD Ryzen 5 5600H 8GB RAM 512GB SSD 16 Inch 4K WQUXGA OLED Display Quiet Blue Laptop<br> Product Id: 33.01.006.1738,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,0,108000,16.0,4K WQUXGA OLED,Quiet Blue,2,2,0,4,2,61,SSD,1,0,0,1,0,1,1
lenovo,"Lenovo IdeaPad Slim 5 Light 14ABR8 AMD Ryzen 5 7530U 16GB RAM, 512GB SSD 14 Inch FHD IPS Anti-Glare Display Cloud Grey Laptop<br> Product Id: 33.01.200.1140",AMD Ryzen 5,AMD,Not Applicable,16,512,True,False,0,108000,14.0,FHD IPS,Cloud Grey,10,2,0,4,4,16,SSD,1,0,0,1,0,1,1
msi,MSI Commercial 14 H A13MG Intel Core i5 13420H 8GB RAM 1TB SSD 14 Inch FHD+ IPS Display Black Laptop with MSI Essential Backpack<br> Product Id: 33.01.033.1286,Intel Core i5,Intel,13th,8,1024,True,False,0,108000,14.0,FHD,Black,12,11,2,3,3,9,SSD,1,0,0,4,1,5,0
lenovo,"Lenovo IdeaPad Slim 5 Light 14ABR8 AMD Ryzen 7 7730U 16GB RAM, 512GB SSD 14 Inch FHD IPS Anti-Glare Display Cloud Grey Laptop<br> Product Id: 33.01.200.1139",AMD Ryzen 7,AMD,Not Applicable,16,512,True,False,0,111500,14.0,FHD IPS,Cloud Grey,10,3,0,4,4,16,SSD,1,0,0,1,0,1,1
apple,Apple MacBook Air Late 2020 Apple M1 Chip 8GB RAM 256GB SSD 13.3 Inch Retina Display Space Gray MacBook MacBook<br> Product Id: 33.03.005.197,Apple M1,Apple,Not Applicable,8,256,True,False,0,112000,13.3,Liquid Retina,Space Gray,1,5,1,4,9,71,SSD,1,0,0,2,4,6,1
apple,Apple MacBook Air Late 2020 Apple M1 Chip 8GB RAM 256GB SSD 13.3 Inch Retina Display Silver MacBook<br> Product Id: 33.03.005.198,Apple M1,Apple,Not Applicable,8,256,True,False,0,112000,13.3,Liquid Retina,Silver,1,5,1,4,9,67,SSD,1,0,0,2,4,6,1
apple,Apple MacBook Air Late 2020 Apple M1 Chip 8GB RAM 256GB SSD 13.3 Inch Retina Display Touch ID Gold MacBook<br> Product Id: 33.03.005.199,Apple M1,Apple,Not Applicable,8,256,True,False,0,112000,13.3,Liquid Retina,Gold,1,5,1,4,9,25,SSD,1,0,0,2,4,6,1
asus,Asus VivoBook 15 X513EP Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD WV Display Cobalt Blue Laptop<br> Product Id: 33.01.006.1665,Intel Core i7,Intel,11th,8,512,True,False,2,112000,15.6,FHD WV,Cobalt Blue,2,12,2,1,7,17,SSD,1,0,0,4,1,2,0
asus,Asus VivoBook 15 X513EP Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD WV Display Bespoke Black Laptop<br> Product Id: 33.01.006.1664,Intel Core i7,Intel,11th,8,512,True,False,2,112000,15.6,FHD WV,Bespoke Black,2,12,2,1,7,8,SSD,1,0,0,4,1,2,0
asus,Asus ExpertBook B5 Flip B5302FEA Intel Core i5 1135G7 8GB RAM 512GB SSD 13.3 Inch FHD OLED Touch Display Star Black Laptop (Stylus Pen Included)<br> Product Id: 33.01.006.1693,Intel Core i5,Intel,11th,8,512,True,False,0,113000,13.3,FHD OLED,Star Black,2,11,2,1,5,73,SSD,1,0,0,4,1,4,0
asus,Asus VivoBook Pro 15 K3500PA Intel Core i7 11370H 8GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop<br> Product Id: 33.01.006.1415,Intel Core i7,Intel,11th,8,512,True,False,0,113500,15.6,FHD,Quiet Blue,2,12,2,1,3,61,SSD,1,0,0,4,1,2,0
msi,"MSI Cyborg 15 A13UC Intel Core i5 13420H 16GB RAM, 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop with MSI Essential Backpack<br> Product Id: 33.02.033.1287",Intel Core i5,Intel,13th,16,512,True,False,4,113500,15.6,FHD,Black,12,11,2,3,3,9,SSD,1,1,0,3,2,0,2
asus,ASUS Vivobook 15 X1504VA Intel Core i7 1355U 16GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop<br> Product Id: 33.01.006.1761,Intel Core i7,Intel,13th,16,512,True,False,0,114000,15.6,FHD,Quiet Blue,2,12,2,3,3,61,SSD,1,0,0,4,1,2,0
lenovo,Lenovo Yoga 6 13ABR8 AMD Ryzen 5 7530U 16GB RAM 512GB SSD 13.3 Inch FHD+ WUXGA IPS Touch Display Dark Teal Laptop<br> Product Id: 33.03.200.1150,AMD Ryzen 5,AMD,Not Applicable,16,512,True,False,0,114500,13.3,FHD WUXGA,Dark Teal,10,2,0,4,6,20,SSD,1,0,0,1,0,1,1
asus,Asus VivoBook S15 S513EQ Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop<br> Product Id: 33.01.006.1538,Intel Core i7,Intel,11th,8,512,True,False,2,115500,15.6,FHD OLED,Hearty Gold,2,12,2,1,5,29,SSD,1,0,0,4,1,2,0
asus,"Asus TUF Gaming F15 FX507ZC4 Intel Core i5 12500H 8GB RAM, 512GB SSD 15.6 Inch FHD Display Mecha Gray Gaming Laptop<br> Product Id: 33.02.006.1799",Intel Core i5,Intel,12th,8,512,True,False,4,115900,15.6,FHD,Mecha Gray,2,11,2,2,3,39,SSD,1,1,0,3,2,0,2
acer,Acer Nitro 5 AN515-58-59JP Intel Core i5 12450H 8GB RAM 512GB SSD 15.6 Inch FHD Display Obsidian Black Gaming Laptop<br> Product Id: 33.02.002.1033,Intel Core i5,Intel,12th,8,512,True,False,4,117000,15.6,FHD,Obsidian Black,0,11,2,2,3,48,SSD,1,1,0,3,2,0,2
lenovo,"Lenovo IdeaPad FLEX 5i 14IAU7 Intel Core i5 1235U 16GB RAM, 512GB SSD 14 Inch FHD+ WUXGA IPS Touch Display Storm Grey Laptop<br> Product Id: 33.03.200.1126",Intel Core i5,Intel,12th,16,512,True,False,0,118000,14.0,FHD WUXGA,Storm Grey,10,11,2,2,6,78,SSD,1,0,0,4,1,5,0
hp,"HP ProBook 440 G10 Intel Core i7 1355U 8GB RAM, 512GB SSD 14 Inch FHD Display Silver Laptop<br> Product Id: 33.01.020.1534",Intel Core i7,Intel,13th,8,512,True,False,0,118500,14.0,FHD,Silver,7,12,2,3,3,67,SSD,1,0,0,4,1,5,0
hp,"HP ProBook 450 G10 Intel Core i7 1355U 8GB RAM, 512GB SSD 15.6 Inch FHD IPS Display Silver Laptop<br> Product Id: 33.01.020.1535",Intel Core i7,Intel,13th,8,512,True,False,0,118500,15.6,FHD IPS,Silver,7,12,2,3,4,67,SSD,1,0,0,4,1,3,0
lenovo,"Lenovo IdeaPad Gaming 3 15ARH7 AMD Ryzen 5 7535HS 8GB RAM, 512GB SSD 15.6 Inch FHD Display Onyx Grey Gaming Laptop<br> Product Id: 33.02.200.1154",AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,4,120500,15.6,FHD,Onyx Grey,10,2,0,4,3,49,SSD,1,1,0,1,0,7,4
lenovo,Lenovo IdeaPad Slim 5i Pro 16ITL-6 Intel Core i5 11300H 16GB DDR4 RAM 512GB SSD 16 Inch 2.5K WQXGA IPS Display Storm Grey Laptop<br> Product Id: 33.01.200.1004,Intel Core i5,Intel,11th,16,512,True,False,2,121000,16.0,2.5K QHD WQXGA,Storm Grey,10,11,2,1,0,78,SSD,1,0,0,4,1,3,0
gigabyte,Gigabyte Gaming G5 MF Intel Core i5 12500H 8GB RAM 512GB SSD 15.6 Inch FHD Display Matte Black Gaming Laptop<br> Product Id: 33.02.018.84,Intel Core i5,Intel,12th,8,512,True,False,6,124000,15.6,FHD,Matte Black,6,11,2,2,3,37,SSD,1,1,0,3,2,0,2
microsoft,"Microsoft Surface Laptop Go 3 Intel Core i5 1235U 8GB RAM, 256GB SSD 12.4 Inch PixelSense MultiTouch Display Sage Surface Go Laptop<br> Product Id: 33.03.191.391",Intel Core i5,Intel,12th,8,256,True,False,0,124000,12.4,Pixelsense Multi Touch,Sage,11,11,2,2,12,62,SSD,1,0,0,4,1,0,0
asus,"Asus VivoBook S 14 Flip TP3402VA Intel Core i5 1335U 16GB RAM, 512GB SSD 14 Inch WUXGA Touch Display Quiet Blue Laptop<br> Product Id: 33.01.006.1797",Intel Core i5,Intel,13th,16,512,True,False,0,124000,14.0,FHD WUXGA,Quiet Blue,2,11,2,3,6,61,SSD,1,0,0,4,1,4,0
lenovo,Lenovo Yoga 6 13ABR8 AMD Ryzen 7 7730U 16GB RAM 512GB SSD 13.3 Inch FHD+ WUXGA IPS Touch Display Dark Teal Laptop<br> Product Id: 33.03.200.1151,AMD Ryzen 7,AMD,Not Applicable,16,512,True,False,0,125500,13.3,FHD WUXGA,Dark Teal,10,3,0,4,6,20,SSD,1,0,0,1,0,1,1
lenovo,"Lenovo IdeaPad Pro 5 16ARP8 AMD Ryzen 5 7535HS 16GB RAM, 512GB SSD 16 Inch 2.5K QHD WQXGA Display Arctic Grey Laptop<br> Product Id: 33.01.200.1152",AMD Ryzen 5,AMD,Not Applicable,16,512,True,False,0,125500,16.0,2.5K QHD WQXGA,Arctic Grey,10,2,0,4,0,3,SSD,1,0,0,1,0,1,1
msi,MSI Cyborg 15 A12VE Intel Core i5 12450H 16GB RAM 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop<br> Product Id: 33.02.033.1251,Intel Core i5,Intel,12th,16,512,True,False,6,129500,15.6,FHD,Black,12,11,2,2,3,9,SSD,1,1,0,3,2,0,2
asus,Asus TUF Gaming F15 FX506HE Intel Core i7 11800H 8GB RAM 512GB SSD 15.6 Inch FHD Display Graphite Black Gaming Laptop FX506HE-HN018W<br> Product Id: 33.02.006.1800,Intel Core i7,Intel,11th,8,512,True,False,4,129900,15.6,FHD,Graphite Black,2,12,2,1,3,27,SSD,1,1,0,3,2,0,2
asus,"Asus VivoBook 15X OLED K3504VA Intel Core i7 1360P 16GB RAM, 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop<br> Product Id: 33.01.006.1770",Intel Core i7,Intel,13th,16,512,True,False,0,130500,15.6,FHD OLED,Indie Black,2,12,2,3,5,31,SSD,1,0,0,4,1,2,0
lenovo,"Lenovo IdeaPad Pro 5 16ARP8 AMD Ryzen 7 7735HS 16GB RAM, 512GB SSD 16 Inch 2.5K QHD WQXGA Display Arctic Grey Laptop<br> Product Id: 33.01.200.1153",AMD Ryzen 7,AMD,Not Applicable,16,512,True,False,0,130500,16.0,2.5K QHD WQXGA,Arctic Grey,10,3,0,4,0,3,SSD,1,0,0,1,0,1,1
asus,"Asus TUF Gaming F15 FX507ZC4 Intel Core i7 12700H 8GB RAM, 512GB SSD 15.6 Inch FHD Display Mecha Gray Gaming Laptop<br> Product Id: 33.02.006.1798",Intel Core i7,Intel,12th,8,512,True,False,4,131900,15.6,FHD,Mecha Gray,2,12,2,2,3,39,SSD,1,1,0,3,2,0,2
asus,Asus TUF Gaming F15 FX506HE Intel Core i5 11400H 8GB RAM 512GB SSD 15.6 Inch FHD Display Graphite Black Gaming Laptop<br> Product Id: 33.02.006.1592,Intel Core i5,Intel,11th,8,512,True,False,4,133500,15.6,FHD,Graphite Black,2,11,2,1,3,27,SSD,1,1,0,3,2,0,2
lenovo,Lenovo IdeaPad Gaming 3 15ARH7 AMD Ryzen 5 7535HS 8GB RAM 512GB SSD 15.6 Inch FHD Display Onyx Grey Gaming Laptop<br> Product Id: 33.02.200.1095,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,6,134000,15.6,FHD,Onyx Grey,10,2,0,4,3,49,SSD,1,1,0,1,0,7,4
gigabyte,Gigabyte Gaming G5 KF Intel Core i5 12500H 8GB RAM 512GB SSD 15.6 Inch FHD Display Matte Black Gaming Laptop<br> Product Id: 33.02.018.85,Intel Core i5,Intel,12th,8,512,True,False,8,135000,15.6,FHD,Matte Black,6,11,2,2,3,37,SSD,1,1,0,3,2,0,2
microsoft,Microsoft Surface Go 3 (Wi-Fi) Intel Core i3 10100Y 8GB RAM 128GB SSD 10.5 Inch PixelSense MultiTouch Display Black Surface Go (Type Cover is sold separately)<br> Product Id: 33.03.191.361,Intel Core i3,Intel,10th,8,128,True,False,0,138000,10.5,Pixelsense Multi Touch,Black,11,10,2,0,12,9,SSD,1,0,0,4,1,0,0
lenovo,Lenovo IdeaPad Gaming 3 15ARH7 AMD Ryzen 7 7735HS 16GB RAM 512GB SSD 15.6 Inch FHD Display Onyx Grey Gaming Laptop<br> Product Id: 33.02.200.1096,AMD Ryzen 7,AMD,Not Applicable,16,512,True,False,6,139000,15.6,FHD,Onyx Grey,10,3,0,4,3,49,SSD,1,1,0,1,0,7,4
asus,Asus VivoBook Pro 15 M3500QC AMD Ryzen 7 5800H 16GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop<br> Product Id: 33.01.006.1514,AMD Ryzen 7,AMD,Not Applicable,16,512,True,False,4,139500,15.6,FHD,Quiet Blue,2,3,0,4,3,61,SSD,1,1,0,1,0,7,4
lenovo,"Lenovo IdeaPad Slim 5i 16IRL8 Intel Core i7 13700H 16GB RAM, 512GB SSD 16 Inch FHD+ WUXGA Display Cloud Grey Laptop<br> Product Id: 33.01.200.1124",Intel Core i7,Intel,13th,16,512,True,False,0,140000,16.0,FHD WUXGA,Cloud Grey,10,12,2,3,6,16,SSD,1,0,0,4,1,3,0
asus,Asus TUF Gaming A15 FA507RE AMD Ryzen 7 6800H 16GB RAM 512GB SSD 15.6 Inch FHD Display Mecha Gray (TUF) Gaming Laptop<br> Product Id: 33.02.006.1586,AMD Ryzen 7,AMD,Not Applicable,16,512,True,False,4,142900,15.6,FHD,Mecha Gray,2,3,0,4,3,39,SSD,1,1,0,1,0,7,4
asus,Asus TUF Gaming A15 FA507RE AMD Ryzen 7 6800H 16GB RAM 512GB SSD 15.6 Inch FHD Display Jaeger Gray (TUF) Gaming Laptop<br> Product Id: 33.02.006.1587,AMD Ryzen 7,AMD,Not Applicable,16,512,True,False,4,142900,15.6,FHD,Jaeger Gray,2,3,0,4,3,35,SSD,1,1,0,1,0,7,4
microsoft,Microsoft Surface Laptop 4 Intel Core i5 1135G7 16GB RAM 512GB SSD 13.5 Inch Pixelsense Multi Touch Display Ice Blue Alcantara Surface Laptop<br> Product Id: 33.03.191.339,Intel Core i5,Intel,11th,16,512,True,False,0,144000,13.5,Pixelsense Multi Touch,Ice Blue Alcantara,11,11,2,1,12,30,SSD,1,0,0,4,1,0,0
asus,Asus VivoBook Pro 15 M3500QC AMD Ryzen 7 5800H 16GB RAM 512GB SSD 15.6 Inch FHD OLED Display Quiet Blue Laptop #L1373W-M3500QC<br> Product Id: 33.01.006.1594,AMD Ryzen 7,AMD,Not Applicable,16,512,True,False,4,144500,15.6,FHD OLED,Quiet Blue,2,3,0,4,5,61,SSD,1,1,0,1,0,7,4
gigabyte,Gigabyte AORUS 15 9MF Intel Core i5 12500H 8GB RAM 512GB SSD 15.6 Inch FHD Display Matte Black Gaming Laptop<br> Product Id: 33.02.018.86,Intel Core i5,Intel,12th,8,512,True,False,6,146000,15.6,FHD,Matte Black,6,11,2,2,3,37,SSD,1,1,0,3,2,0,2
