Method,Silhouette,Calinski-Harabasz,Davies-Bouldin,Clusters
Hierarchical,0.34427274271165803,93.09402318025258,1.1607338209264344,4
DBSCAN_Original,0.3953919004741167,102.02347841753529,1.0860706906952442,5
DBSCAN_UMAP,0.21046315310461639,50.5401213674583,1.2105030431871868,10
DBSCAN_PCA,0.317438450762224,88.04373074118782,1.4245635687769342,5
