brand_name,name,processor_type,processor_brand,generations,ram,storage_capacity_gb,have_ssd,have_hdd,graphics_capacity,price,display_size_inch,display_type,color
asus,"Asus VivoBook S15 S513EA Intel Core i3 1115G4 8GB RAM, 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop<br> Product Id: 33.01.006.1778",Intel Core i3,Intel,11th,8,512,True,False,-1,63800,15.6,FHD OLED,Indie Black
lenovo,Lenovo IdeaPad Slim 3i 15IAU7 Intel Core i3 1215U 8GB RAM 512GB SSD 15.6 Inch FHD Display Abyss Blue Laptop<br> Product Id: 33.01.200.1112,Intel Core i3,Intel,12th,8,512,True,False,-1,64000,15.6,FHD,Abyss Blue
acer,Acer TravelMate P214-53 Intel Core i5 1135G7 8GB RAM 1TB HDD 14 Inch FHD Display Black Laptop<br> Product Id: 33.01.002.923,Intel Core i5,Intel,11th,8,1024,False,True,-1,65500,14.0,FHD,Black
asus,"Asus VivoBook 15 X1502ZA Intel Core i3 1215U 8GB RAM, 256GB SSD 15.6 Inch FHD Display Terra Cotta Laptop<br> Product Id: 33.01.006.1771",Intel Core i3,Intel,12th,8,256,True,False,-1,66500,15.6,FHD,Terra Cotta
lenovo,"Lenovo IdeaPad Slim 3i 15IRU8 Intel Core i3 1305U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Arctic Grey Laptop<br> Product Id: 33.01.200.1146",Intel Core i3,Intel,13th,8,512,True,False,-1,68000,15.6,FHD,Arctic Grey
asus,Asus X515EA Intel Core i5 1135G7 4GB RAM 1TB HDD 15.6 Inch FHD Display Slate Grey Laptop<br> Product Id: 33.01.006.1522,Intel Core i5,Intel,11th,4,1024,False,True,-1,68500,15.6,FHD,Slate Grey
hp,HP 240 G8 Intel Core i5 1135G7 8GB RAM 1TB HDD 14 Inch FHD Display Ash Laptop<br> Product Id: 33.01.020.1444,Intel Core i5,Intel,11th,8,1024,False,True,-1,68500,14.0,FHD,Ash
asus,Asus X515EA Intel Core i5 1135G7 4GB RAM 1TB HDD 15.6 Inch FHD WV Display Peacock Blue Laptop<br> Product Id: 33.01.006.1563,Intel Core i5,Intel,11th,4,1024,False,True,-1,68500,15.6,FHD WV,Peacock Blue
asus,Asus VivoBook S15 S513EA Intel Core i3 1115G4 4GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop<br> Product Id: 33.01.006.1629,Intel Core i3,Intel,11th,4,512,True,False,-1,69000,15.6,FHD OLED,Indie Black
asus,Asus VivoBook 15 X1502ZA Intel Core i3 1220P 4GB RAM 512GB SSD 15.6 Inch FHD WV Display Quiet Blue Laptop<br> Product Id: 33.01.006.1649,Intel Core i3,Intel,12th,4,512,True,False,-1,69800,15.6,FHD WV,Quiet Blue
asus,ASUS Vivobook 15 X1504VA Intel Core i3 1315U 8GB RAM 256GB SSD 15.6 Inch FHD Display Quiet Blue Laptop<br> Product Id: 33.01.006.1759,Intel Core i3,Intel,13th,8,256,True,False,-1,70500,15.6,FHD,Quiet Blue
lenovo,Lenovo IdeaPad Slim 3i 14IRU8 Intel Core i3 1305U 8GB RAM 512GB SSD 14 Inch FHD IPS Display Arctic Grey Laptop<br> Product Id: 33.01.200.1113,Intel Core i3,Intel,13th,8,512,True,False,-1,70500,14.0,FHD IPS,Arctic Grey
lenovo,Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 5 7530U 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare IPS Display Arctic Grey Laptop<br> Product Id: 33.01.200.1088,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,-1,71000,15.6,FHD IPS,Arctic Grey
lenovo,Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 5 7530U 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare IPS Display Abyss Blue Laptop<br> Product Id: 33.01.200.1089,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,-1,71000,15.6,FHD IPS,Abyss Blue
asus,Asus VivoBook 14 X1402ZA Intel Core i3 1220P 8GB RAM 512GB SSD 14 Inch FHD Display Terra Cotta Laptop<br> Product Id: 33.01.006.1743,Intel Core i3,Intel,12th,8,512,True,False,-1,71500,14.0,FHD,Terra Cotta
asus,"Asus VivoBook 16 X1605ZA Intel Core i3 1215U 8GB RAM, 512GB SSD 16 Inch WUXGA Display Indie Black Laptop<br> Product Id: 33.01.006.1795",Intel Core i3,Intel,12th,8,512,True,False,-1,72000,16.0,FHD WUXGA,Indie Black
msi,"MSI Modern 15 B7M AMD Ryzen 5 7530U 8GB RAM, 512GB SSD, 15.6 Inch FHD IPS Display Classic Black Laptop with MSI Backpack<br> Product Id: 33.01.033.1289",AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,-1,72500,15.6,FHD IPS,Classic Black
hp,HP 15s-eq3619AU AMD Ryzen 5 5625U 8GB RAM 512GB SSD 15.6 Inch FHD Display Spruce Blue Laptop<br> Product Id: 33.01.020.1492,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,-1,73200,15.6,FHD,Spruce Blue
asus,Asus VivoBook 15 M1502IA AMD Ryzen 5 4600H 8GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop<br> Product Id: 33.01.006.1753,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,-1,74000,15.6,FHD,Quiet Blue
dell,Dell Latitude 15-3520 Intel Core i5 1135G7 8GB RAM 500GB SSD 15.6 Inch HD Display Black Laptop<br> Product Id: 33.01.013.1658,Intel Core i5,Intel,11th,8,500,True,False,-1,74500,15.6,HD,Black
msi,"MSI Modern 15 B7M AMD Ryzen 5 7530U 16GB RAM, 512GB SSD, 15.6 Inch FHD IPS Display Classic Black Laptop with MSI Backpack<br> Product Id: 33.01.033.1290",AMD Ryzen 5,AMD,Not Applicable,16,512,True,False,-1,75000,15.6,FHD IPS,Classic Black
lenovo,Lenovo IdeaPad Slim 3i 14IAU7 Core i5 1235U 8GB RAM 256GB SSD 14 Inch FHD Display Arctic Grey Laptop<br> Product Id: 33.01.200.1053,Intel Core i5,Intel,12th,8,256,True,False,-1,75500,14.0,FHD,Arctic Grey
dell,Dell Latitude 15-3520 Intel Core i5 1145G7 8GB RAM 256GB SSD 15.6 Inch HD Display Black Laptop<br> Product Id: 33.01.013.1660,Intel Core i5,Intel,11th,8,256,True,False,-1,76800,15.6,HD,Black
hp,"HP 240 G8 11th Gen Intel Core i5 1135G7 8GB RAM, 512GB SSD 14 Inch FHD Display Ash Silver Laptop<br> Product Id: 33.01.020.1525",Intel Core i5,Intel,11th,8,512,True,False,-1,77000,14.0,FHD,Ash Silver
lenovo,Lenovo IdeaPad 3 15ALC6 Ryzen 7 5700U 16GB RAM 512GB SSD 15.6 Inch FHD IPS Display Arctic Grey Laptop<br> Product Id: 33.01.200.1100,AMD Ryzen 7,AMD,Not Applicable,16,512,True,False,-1,78000,15.6,FHD IPS,Arctic Grey
dell,Dell Inspiron 15 3520 Intel Core i5 1235U 8GB RAM 512GB SSD 15.6 Inch FHD Display Platinum Silver Laptop#WARMLKN15ADL23051010PLASPP<br> Product Id: 33.01.013.1627,Intel Core i5,Intel,12th,8,512,True,False,-1,78500,15.6,FHD,Platinum Silver
dell,Dell Inspiron 15 3520 Intel Core i5 1235U 8GB RAM 512GB SSD 15.6 Inch FHD Display Carbon Black Laptop<br> Product Id: 33.01.013.1628,Intel Core i5,Intel,12th,8,512,True,False,-1,78500,15.6,FHD,Carbon Black
acer,"Acer TravelMate P214-54 Intel Core i5 1235U 8GB RAM, 512GB SSD 14 Inch FHD IPS Display Black Laptop<br> Product Id: 33.01.002.1014",Intel Core i5,Intel,12th,8,512,True,False,-1,78500,14.0,FHD IPS,Black
asus,"Asus VivoBook 15 X1502ZA Intel Core i5 1235U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop<br> Product Id: 33.01.006.1806",Intel Core i5,Intel,12th,8,512,True,False,-1,79500,15.6,FHD,Quiet Blue
asus,"Asus VivoBook 14 M1405YA AMD Ryzen 5 7530U 8GBRAM, 512GB SSD 14 Inch WUXGA Display Indie Black Laptop<br> Product Id: 33.01.006.1794",AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,-1,80000,14.0,FHD WUXGA,Indie Black
lenovo,"Lenovo IdeaPad Slim 3i 15ITL6 Intel Core i7 1165G 8GB RAM, 512GB SSD 15.6 Inch FHD Display Arctic Grey Laptop (8GB RAM)<br> Product Id: 33.01.200.1160",Intel Core i7,Intel,11th,8,512,True,False,-1,80500,15.6,FHD,Arctic Grey
asus,Asus VivoBook Go 15 E1504FA AMD Ryzen 5 7520U 16GB RAM 512GB SSD 15.6 Inch FHD Display Mixed Black Laptop<br> Product Id: 33.01.006.1745,AMD Ryzen 5,AMD,Not Applicable,16,512,True,False,-1,81500,15.6,FHD,Mixed Black
asus,Asus VivoBook 15 X1502ZA Intel Core i5 1235U 8GB RAM 512GB SSD 15.6 Inch FHD Display Terra Cotta Laptop<br> Product Id: 33.01.006.1762,Intel Core i5,Intel,12th,8,512,True,False,-1,81500,15.6,FHD,Terra Cotta
acer,Acer Aspire 7 A715-42G-R2NE AMD Ryzen 5 5500U 8GB RAM 512GB SSD 15.6 Inch FHD Display Charcoal Black Gaming Laptop<br> Product Id: 33.02.002.961,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,4,82500,15.6,FHD,Charcoal Black
hp,"HP 15-fd0204TU Intel Core i5 1335U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Silver Laptop<br> Product Id: 33.01.020.1528",Intel Core i5,Intel,13th,8,512,True,False,-1,82500,15.6,FHD,Silver
hp,HP 15-fd0205TU Intel Core i5 1335U 8GB RAM 512GB SSD 15.6 Inch FHD Display Moonlight Blue Laptop<br> Product Id: 33.01.020.1529,Intel Core i5,Intel,13th,8,512,True,False,-1,82500,15.6,FHD,Moonlight Blue
hp,"HP 15-fd0202TU Intel Core i5 1335U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Diamond White Laptop<br> Product Id: 33.01.020.1530",Intel Core i5,Intel,13th,8,512,True,False,-1,82500,15.6,FHD,Diamond White
msi,"MSI Modern 14 C12MO Intel Core i5 1235U 16GB RAM, 512GB SSD 14 Inch FHD IPS Display Classic Black Laptop With Bag<br> Product Id: 33.01.033.1277",Intel Core i5,Intel,12th,16,512,True,False,-1,82900,14.0,FHD IPS,Classic Black
msi,"MSI Modern 14 C12MO Intel Core i5 1235U 16GB RAM, 512GB SSD 14 Inch FHD IPS Display Urban Silver Laptop With Bag<br> Product Id: 33.01.033.1278",Intel Core i5,Intel,12th,16,512,True,False,-1,82900,14.0,FHD IPS,Urban Silver
lenovo,Lenovo IdeaPad Slim 3 15ABR8 AMD Ryzen 7 7730U 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare IPS Display Abyss Blue Laptop<br> Product Id: 33.01.200.1091,AMD Ryzen 7,AMD,Not Applicable,8,512,True,False,-1,83000,15.6,FHD IPS,Abyss Blue
lenovo,Lenovo IdeaPad Slim 3i 15IAU7 Intel Core i5 1235U 8GB RAM 512GB SSD 15.6 Inch FHD Display Arctic Grey Laptop<br> Product Id: 33.01.200.1115,Intel Core i5,Intel,12th,8,512,True,False,-1,83000,15.6,FHD,Arctic Grey
asus,Asus ExpertBook B1 B1400CEAE Intel Core i5 1135G7 4GB RAM 1TB HDD 14 Inch FHD Display Star Black Laptop<br> Product Id: 33.01.006.1682,Intel Core i5,Intel,11th,4,1024,False,True,-1,83500,14.0,FHD,Star Black
msi,"MSI Modern 15 B12MO Intel Core i5 1235U 16GB DRAM, 512GB SSD 15.6 Inch FHD IPS Display Classic Black Laptop<br> Product Id: 33.01.033.1275",Intel Core i5,Intel,12th,16,512,True,False,-1,83900,15.6,FHD IPS,Classic Black
dell,Dell Vostro 15 3510 Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Black Laptop<br> Product Id: 33.01.013.1656,Intel Core i5,Intel,11th,8,512,True,False,2,84000,15.6,FHD,Black
acer,Acer Extensa 14 EX214-53-543W Intel Core i5 1240P 8GB RAM 512GB SSD 14 Inch FHD Display Pure Silver Laptop<br> Product Id: 33.01.002.991,Intel Core i5,Intel,12th,8,512,True,False,-1,84000,14.0,FHD,Pure Silver
hp,"HP 15-fd0208TU Intel Core i5 1335U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Silver Laptop<br> Product Id: 33.01.020.1531",Intel Core i5,Intel,13th,8,512,True,False,-1,84000,15.6,FHD,Silver
hp,"HP 15-fd0210TU 13th Gen Intel Core i5 1335U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Diamond White Laptop<br> Product Id: 33.01.020.1536",Intel Core i5,Intel,13th,8,512,True,False,-1,84000,15.6,FHD,Diamond White
lenovo,Lenovo ThinkBook 15 G2 ITL Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD Display Mineral Grey Laptop<br> Product Id: 33.01.200.1039,Intel Core i5,Intel,11th,8,512,True,False,-1,85000,15.6,FHD,Mineral Grey
msi,"MSI Modern 15 B7M AMD Ryzen 7 7730U 8GB RAM, 512GB SSD, 15.6 Inch FHD IPS Display Classic Black Laptop with MSI Backpack<br> Product Id: 33.01.033.1291",AMD Ryzen 7,AMD,Not Applicable,8,512,True,False,-1,85500,15.6,FHD IPS,Classic Black
lenovo,"Lenovo IdeaPad Slim 3i 15IRH8 Intel Core i5 13420H 8GB RAM, 512GB SSD 15.6 Inch FHD Display Arctic Grey Laptop<br> Product Id: 33.01.200.1147",Intel Core i5,Intel,13th,8,512,True,False,-1,87000,15.6,FHD,Arctic Grey
lenovo,"Lenovo IdeaPad Slim 3i 15IRH8 Intel Core i5 13420H 8GB RAM, 512GB SSD 15.6 Inch FHD Display Abyss Blue Laptop<br> Product Id: 33.01.200.1148",Intel Core i5,Intel,13th,8,512,True,False,-1,87000,15.6,FHD,Abyss Blue
lenovo,"Lenovo IdeaPad Slim 3i 14IRH8 Intel Core i5 13420H 8GB RAM, 512GB SSD 14 Inch FHD Display Arctic Grey Laptop<br> Product Id: 33.01.200.1149",Intel Core i5,Intel,13th,8,512,True,False,-1,87000,14.0,FHD,Arctic Grey
msi,"MSI Modern 15 B7M AMD Ryzen 7 16GB RAM, 512GB SSD, 15.6 Inch FHD IPS Display Classic Black Laptop with MSI Backpack<br> Product Id: 33.01.033.1292",AMD Ryzen 7,AMD,Not Applicable,16,512,True,False,-1,87000,15.6,FHD IPS,Classic Black
lenovo,Lenovo IdeaPad Slim 3i 14ITL6 Intel Core i7 1165G7 8GB RAM 512GB SSD 14 Inch FHD Antiglare LED Display Abyss Blue Laptop<br> Product Id: 33.01.200.1054,Intel Core i7,Intel,11th,8,512,True,False,-1,88000,14.0,FHD,Abyss Blue
lenovo,Lenovo IdeaPad Slim 3i 15ITL6 Intel Core i7 1165G7 8GB RAM 512GB SSD 15.6 Inch FHD Antiglare Display Arctic Grey Laptop (8GB RAM)<br> Product Id: 33.01.200.1086,Intel Core i7,Intel,11th,8,512,True,False,-1,88000,15.6,FHD,Arctic Grey
asus,Asus VivoBook S15 S513EA Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop<br> Product Id: 33.01.006.1567,Intel Core i5,Intel,11th,8,512,True,False,-1,89000,15.6,FHD OLED,Indie Black
microsoft,Microsoft Surface Go 3 (Wi-Fi) Intel Pentium Gold 6500Y 8GB RAM 128GB SSD 10.5 Inch PixelSense MultiTouch Display Platinum Surface Go (Type Cover is sold separately)<br> Product Id: 33.03.191.315,Intel Pentium,Intel,Not Applicable,8,128,True,False,-1,89000,10.5,Pixelsense Multi Touch,Platinum
asus,Asus VivoBook 15 M1505YA AMD Ryzen 5 7530U 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop<br> Product Id: 33.01.006.1722,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,-1,89000,15.6,FHD OLED,Indie Black
asus,ASUS Vivobook 15 X1504VA Intel Core i5 1335U 8GB RAM 512GB SSD 15.6 Inch FHD Display Quiet Blue Laptop<br> Product Id: 33.01.006.1760,Intel Core i5,Intel,13th,8,512,True,False,-1,89500,15.6,FHD,Quiet Blue
asus,Asus VivoBook Flip 14 TM420UA AMD Ryzen 5 5500U 4GB RAM 512GB SSD 14 Inch FHD Touch Display Bespoke Black Laptop (Stylus Pen Included)<br> Product Id: 33.01.006.1724,AMD Ryzen 5,AMD,Not Applicable,4,512,True,False,-1,89900,14.0,FHD,Bespoke Black
msi,MSI Modern 15 B12M Intel Core i7 1255U 16GB RAM 512GB SSD 15.6 Inch FHD Display Classic Black Laptop<br> Product Id: 33.01.033.1264,Intel Core i7,Intel,12th,16,512,True,False,-1,89900,15.6,FHD,Classic Black
acer,"Acer Aspire 7 A715-76G Intel Core i5 12450H 8GB RAM 512GB SSD 15.6 Inch FHD Display, Charcoal Black Gaming Laptop<br> Product Id: 33.02.002.1018",Intel Core i5,Intel,12th,8,512,True,False,4,89900,15.6,FHD,Charcoal Black
msi,MSI Modern 14 C13M Intel Core i5 1335U 16GB RAM 512GB SSD14 Inch FHD Display Classic Black Laptop #C13M-650BD-CB51335U16GXXDX11EMH / C13M-1009BD-CB51335U16GXXDX11EMH<br> Product Id: 33.01.033.1260,Intel Core i5,Intel,13th,16,512,True,False,-1,90900,14.0,FHD,Classic Black
asus,Asus ExpertBook B1 B1400CBA Intel Core i5 1235U 8GB RAM 512GB SSD 14 Inch FHD Display Star Black Laptop #EB0159<br> Product Id: 33.01.006.1686,Intel Core i5,Intel,12th,8,512,True,False,-1,91000,14.0,FHD,Star Black
asus,"Asus VivoBook S15 S513EA Intel Core i5 1135G7 16GB RAM, 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop<br> Product Id: 33.01.006.1779",Intel Core i5,Intel,11th,16,512,True,False,-1,91000,15.6,FHD OLED,Hearty Gold
msi,MSI Modern 15 B13M Intel Core i5 1335U 16GB RAM 512GB SSD 15.6 Inch FHD Display Classic Black Laptop #B13M-478BD-CB51335U16GXXDX11EMH / B13M-811BD-CB51335U16GXXDX11EMH<br> Product Id: 33.01.033.1262,Intel Core i5,Intel,13th,16,512,True,False,-1,91500,15.6,FHD,Classic Black
msi,MSI Modern 14 C12MO Intel Core i7 1255U 16GB RAM 512GB SSD 14 Inch FHD Display Classic Black Laptop<br> Product Id: 33.01.033.1271,Intel Core i7,Intel,12th,16,512,True,False,-1,91500,14.0,FHD,Classic Black
asus,"Asus VivoBook 15X K3504ZA Intel Core i5 1235U 16GB RAM, 512GB SSD 15.6 Inch FHD WV Display Cool Silver Laptop #K3504ZA-BQ074W<br> Product Id: 33.01.006.1791",Intel Core i5,Intel,12th,16,512,True,False,-1,91500,15.6,FHD WV,Cool Silver
msi,MSI Modern 15 B13M Intel Core i5 1335U 16GB RAM 512GB SSD 15.6 Inch FHD IPS Display Star Blue Laptop (Laptop Bag is given Separately)<br> Product Id: 33.01.033.1282,Intel Core i5,Intel,13th,16,512,True,False,-1,91900,15.6,FHD IPS,Star Blue
asus,Asus ZenBook 14 UM425UA AMD Ryzen 5 5500U 8GB RAM 512GB SSD 14 Inch FHD WV Display Pine Grey Laptop<br> Product Id: 33.03.006.1603,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,-1,93500,14.0,FHD WV,Pine Grey
hp,"HP ProBook 450 G10 Intel Core i5 1335U 8GB RAM, 512GB SSD 15.6 Inch FHD Display Silver Laptop<br> Product Id: 33.01.020.1533",Intel Core i5,Intel,13th,8,512,True,False,-1,93500,15.6,FHD,Silver
hp,HP 250 G8 Intel Core i7 1165G7 8GB RAM 1TB HDD + 256GB SSD 15.6 Inch FHD Display Dark Ash Silver Laptop<br> Product Id: 33.01.020.1526,Intel Core i7,Intel,11th,8,1024,True,True,-1,94000,15.6,FHD,Dark Ash Silver
msi,MSI GF63 Thin 12UCX Intel Core i5 12450H 8GB RAM 512GB SSD 15.6 Inch FHD IPS Display Black Gaming Laptop<br> Product Id: 33.02.033.1242,Intel Core i5,Intel,12th,8,512,True,False,4,94500,15.6,FHD IPS,Black
asus,Asus VivoBook 15 K513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop<br> Product Id: 33.01.006.1496,Intel Core i5,Intel,11th,8,512,True,False,2,95000,15.6,FHD OLED,Hearty Gold
asus,Asus VivoBook S15 S513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop<br> Product Id: 33.01.006.1537,Intel Core i5,Intel,11th,8,512,True,False,2,95000,15.6,FHD OLED,Hearty Gold
asus,Asus VivoBook S15 S513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop<br> Product Id: 33.01.006.1540,Intel Core i5,Intel,11th,8,512,True,False,2,95000,15.6,FHD OLED,Indie Black
asus,Asus VivoBook S15 S513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Gold Laptop<br> Product Id: 33.01.006.1559,Intel Core i5,Intel,11th,8,512,True,False,2,95000,15.6,FHD OLED,Gold
asus,Asus VivoBook 15 K513EQ Intel Core i5 1135G7 8GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop #L1667W-K513EQ<br> Product Id: 33.01.006.1662,Intel Core i5,Intel,11th,8,512,True,False,2,95000,15.6,FHD OLED,Hearty Gold
lenovo,"Lenovo IdeaPad Slim 5i 14IAH8 Intel Core i5 12450H 16G RAM, 512GB SSD 14 Inch FHD+ WUXGA IPS Display Cloud Grey Laptop<br> Product Id: 33.01.200.1123",Intel Core i5,Intel,12th,16,512,True,False,-1,95000,14.0,FHD WUXGA,Cloud Grey
hp,"HP ProBook 440 G10 Intel Core i5 1335U 8GB RAM, 512GB SSD 14 Inch FHD IPS Display Silver Laptop<br> Product Id: 33.01.020.1532",Intel Core i5,Intel,13th,8,512,True,False,-1,95500,14.0,FHD IPS,Silver
acer,Acer Aspire 7 A715-76G-57W7 Intel Core i5 12450H 8GB RAM 512GB SSD 15.6 Inch FHD Display Charcoal Black Gaming Laptop<br> Product Id: 33.02.002.1010,Intel Core i5,Intel,12th,8,512,True,False,4,95900,15.6,FHD,Charcoal Black
asus,Asus VivoBook 15 K513EQ Intel Core i5 1135G7 16GB RAM 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop #K513EQ-L1667WN<br> Product Id: 33.01.006.1780,Intel Core i5,Intel,11th,16,512,True,False,2,97000,15.6,FHD OLED,Hearty Gold
asus,Asus VivoBook 15 K513EQ Intel Core i5 1135G7 16GB RAM 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop<br> Product Id: 33.01.006.1781,Intel Core i5,Intel,11th,16,512,True,False,2,97000,15.6,FHD OLED,Indie Black
asus,Asus VivoBook S15 S513EQ Intel Core i5 1135G7 16GB DDR4 512GB SSD 15.6 Inch FHD OLED Display Indie Black Laptop<br> Product Id: 33.01.006.1783,Intel Core i5,Intel,Not Applicable,16,512,True,False,2,97000,15.6,FHD OLED,Indie Black
asus,"Asus VivoBook S15 S513EQ Intel Core i5 1135G7 16GB DDR4, 512GB SSD 15.6 Inch FHD OLED Display Hearty Gold Laptop<br> Product Id: 33.01.006.1784",Intel Core i5,Intel,11th,16,512,True,False,2,97000,15.6,FHD OLED,Hearty Gold
msi,"MSI GF63 Thin 11SC Intel Core i7 11800H 16GB RAM, 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop with MSI Essential Backpack<br> Product Id: 33.02.033.1285",Intel Core i7,Intel,11th,16,512,True,False,4,97000,15.6,FHD,Black
acer,"Acer TravelMate P214-54 Intel Core i7 1255U 8GB RAM, 512GB SSD 14 Inch FHD IPS Display Black Laptop<br> Product Id: 33.01.002.1015",Intel Core i7,Intel,12th,8,512,True,False,-1,98000,14.0,FHD IPS,Black
asus,Asus ExpertBook B3 Flip B3402FEA Intel Core i5 1135G7 8GB RAM 512GB SSD 14 Inch FHD Touch Display Star Black Laptop #LE1009 (Stylus Pen Included)<br> Product Id: 33.01.006.1691,Intel Core i5,Intel,11th,8,512,True,False,-1,100000,14.0,FHD,Star Black
dell,Dell Inspiron 15 5510 Intel Core i7 11370H 8GB RAM 512GB SSD 15.6 Inch FHD Display Silver Laptop<br> Product Id: 33.01.013.1558,Intel Core i7,Intel,11th,8,512,True,False,-1,101000,15.6,FHD,Silver
asus,Asus ExpertBook L2 Flip L2402FYA AMD Ryzen 5 5625U 8GB RAM 512GB SSD 14 Inch FHD Touch Display Star Black Laptop<br> Product Id: 33.01.006.1671,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,-1,103000,14.0,FHD,Star Black
asus,"Asus VivoBook 15X K3504VA Intel Core i5 1335U 16GB RAM, 512GB SSD 15.6 Inch FHD WV Display Cool Silver Laptop<br> Product Id: 33.01.006.1793",Intel Core i5,Intel,13th,16,512,True,False,-1,106500,15.6,FHD WV,Cool Silver
msi,"MSI Cyborg 15 A12UCX Intel Core i5 12450H 8GB RAM, 512GB SSD 15.6 Inch FHD Display Black Gaming Laptop with MSI Essential Backpack<br> Product Id: 33.02.033.1284",Intel Core i5,Intel,12th,8,512,True,False,4,107000,15.6,FHD,Black
asus,"Asus VivoBook 15X K3504ZA Intel Core i7 1255U 16GB RAM, 512GB SSD 15.6 Inch FHD WV Display Cool Silver Laptop #K3504ZA-BQ075W<br> Product Id: 33.01.006.1792",Intel Core i7,Intel,12th,16,512,True,False,-1,107500,15.6,FHD WV,Cool Silver
asus,Asus VivoBook 16X OLED M1603QA AMD Ryzen 5 5600H 8GB RAM 512GB SSD 16 Inch 4K WQUXGA OLED Display Quiet Blue Laptop<br> Product Id: 33.01.006.1738,AMD Ryzen 5,AMD,Not Applicable,8,512,True,False,-1,108000,16.0,4K WQUXGA OLED,Quiet Blue
lenovo,"Lenovo IdeaPad Slim 5 Light 14ABR8 AMD Ryzen 5 7530U 16GB RAM, 512GB SSD 14 Inch FHD IPS Anti-Glare Display Cloud Grey Laptop<br> Product Id: 33.01.200.1140",AMD Ryzen 5,AMD,Not Applicable,16,512,True,False,-1,108000,14.0,FHD IPS,Cloud Grey
msi,MSI Commercial 14 H A13MG Intel Core i5 13420H 8GB RAM 1TB SSD 14 Inch FHD+ IPS Display Black Laptop with MSI Essential Backpack<br> Product Id: 33.01.033.1286,Intel Core i5,Intel,13th,8,1024,True,False,-1,108000,14.0,FHD,Black
lenovo,"Lenovo IdeaPad Slim 5 Light 14ABR8 AMD Ryzen 7 7730U 16GB RAM, 512GB SSD 14 Inch FHD IPS Anti-Glare Display Cloud Grey Laptop<br> Product Id: 33.01.200.1139",AMD Ryzen 7,AMD,Not Applicable,16,512,True,False,-1,111500,14.0,FHD IPS,Cloud Grey
apple,Apple MacBook Air Late 2020 Apple M1 Chip 8GB RAM 256GB SSD 13.3 Inch Retina Display Space Gray MacBook MacBook<br> Product Id: 33.03.005.197,Apple M1,Apple,Not Applicable,8,256,True,False,-1,112000,13.3,Liquid Retina,Space Gray
apple,Apple MacBook Air Late 2020 Apple M1 Chip 8GB RAM 256GB SSD 13.3 Inch Retina Display Silver MacBook<br> Product Id: 33.03.005.198,Apple M1,Apple,Not Applicable,8,256,True,False,-1,112000,13.3,Liquid Retina,Silver
apple,Apple MacBook Air Late 2020 Apple M1 Chip 8GB RAM 256GB SSD 13.3 Inch Retina Display Touch ID Gold MacBook<br> Product Id: 33.03.005.199,Apple M1,Apple,Not Applicable,8,256,True,False,-1,112000,13.3,Liquid Retina,Gold
